Emotion,Text
anger,@RoTone u suck! had i went to jail i couldnt tweet anymore
anger,Got the sniffles   I SO don't want to get sick - I don't need this.
anger,"Just got woken up by my mom... Our ENTIRE first floor is flooded. All our furniture, curtains, moms expensive rugs.... Soaked and ruined"
anger,@mcpactions bugger didn't know that  shame people have to stick there nose in!
anger,I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken fag florist people ={ hmm..need something else...hmm...
anger,@doug251192 not impressed....! it might go away if you complain too much!  x
anger,i hate my new section this school year.. huhu..
anger,Stupid kubuntu keeps on freezing on me. I thought linux never freezes
anger,"@charlej47's going to Disney World, lucky bitch."
anger,"TGIF I don't like 12 hour workdays  I need to stand up, run around 4 a while.... too much sitting!!! Plus, I have honest ade tea 2day! YAY"
anger,@EddieMalone yeah sucks eh!
anger,"@michelleflores Michelle, I slept for 11 hours last night. I'm still stick with this fever."
anger,ive very picky about what i put in my mouth. i hate onions. they make me cry  )
anger,in about half a hour i'm going to my english lesson...guess i'll have to wait...and wait for a couple hours so i'm over with it.(( :S   ))
anger,This class is really long and I'm really getting hungry
anger,GIVE A HATER A Hug ? Why would you do that? I don't like mwean people
anger,@trvsbrkr it's not working here
anger,Stupid MSN It wont let me onnnn
anger,"so disappointed with human kind   &quot;What's wrong with the world?&quot;  I have five girls in the garden, innocently enjoying the good weather..."
anger,Working  god I hate it haha
anger,@sarahchambers19 Ooo you is back!  Good time? and argh! It hurtssssssssssssssssssssssssssssssssss!  Xx Hate headaches!
anger,fuck you ipod for freezing when i need you most
anger,@daisyamy me too i hate revision
anger,@Cheapflights_uk  o2 - train from Bristol to London. It's terrible - and no wifi
anger,@Katt53 no news on the kid. They can't find the parent!
anger,stupid HIP!! I hate you!! And I can't even break in my new kicks!!!  GRRRR!
anger,@RobbiedaKid no I was too slow  I hate getting the trailhead then not getting in.
anger,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!
anger,A thursday. Is that REALLY necessary @jonasbrothers ? Have u ever heard of school and horrible mums
anger,"We waste way too much paper @ the office... for nothing worthy, that almost disgust me"
anger,im tweeting... this is so hard... i dont get it...
anger,@Cyhwuhx You look nothing like your Twitter avatar!
anger,hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its gone  GA on my mind
anger,i have geographie next  and I HATE IT!!!!!!!
anger,I hate that I am so stinkin tired everyday!  It's so hard to get up...I thought I was supposed to start getting energy back now.
anger,no thats not great
anger,fuck you tony
anger,"Is waiting, yet again. please, just let this to be over"
anger,you keep sending rubbish to me
anger,Shower. Then back to bed. So sick still.
anger,Weather sucks. APUSH filming has become a maybe  At least banquet is tonight
anger,im grounded tonight  i hate stupid silent mode
anger,its not great
anger,its not really a great option
anger,"@ThePaul it's a modded 360, so you can't send it back?  That Red Ring of Death sucks!  It took weeks to get mine back from Microsoft."
anger,My new car is already giving me problems  That cant be a good sign.
anger,@t0ns:  nou moe... stomme banken/crisis shit :S
anger,@CapAtomyc That link isn't working for me for some reason
anger,Just dropped my sistah off @ lax.    #fb
anger,@huma_rashid reeeaaaally... why though??  ew i hate stockings
anger,has not finished the bio mols mind map  stupid sheet hid sections from me on the back!
anger,So booooored  I learned this though! ????????
anger,Worst day ever. And its only noon.
anger,i want a ghd straightener but the shipping costs 50 pounds? NO DEAL!
anger,"@thenk83 I've been waiting about the same time to get in, its whenever they feel like it..."
anger,Son of a bitch...my media thing that streams music from home isn't working again  Why can't itunes play music from my iphone
anger,@AnnieOleary its not a starfleet one  its not even a romulin one  its like the random one i dont remember ha. and you cant wear it! lame
anger,@WhitPR lol... i've been in Bk for over a year... going on 2 and u haven't come yet!!!
anger,"I told andrew that JT is going to cameo @ MTV movie awards. He said, &quot;he's pissing me off.&quot; guess they're in a fight"
anger,"Frustrating when u r in the mood, but your partner is at work. Ugh!"
anger,"@EllipticEye  ....what did she EVER do to piss them off?    I thought you just meant casting-related wank, not more of that crap."
anger,Last Friday of Highschool...that's intense! One more test to go...economics. Ewww man!
anger,Ugh i hate not having my car!! i miss you my little ford focus!!!
anger,i'm getting ready for tonight (teachers dinner on the beach!) but it's raining and i hate this!
anger,French isn't meant to be taught to asians
anger,"Damn, need to replace MacBook display. CHF 670 for work and hardware - almost half of the MB price"
anger,So I got the day off cuz I had hundreds of things to do....then I woke up with a f*ckin migrane...there goes my day in bed
anger,@Natalie_McLife yeah that is the one thing i hate about tweetdeck
anger,Just look @ this hellacious desk...good grief  http://short.to/cevd
anger,I hate hiccups
anger,hates putting in new contacts
anger,English exam! Bleh i hate vocab
anger,"Holy crap...Sharapova is taking a beating from an unseeded qualifier...ok, o back to doubles!"
anger,@tylerakira - ughhh!!! have to go back there tonight
anger,"Today i Know, My Life Is Empty...  Thats sad but real!!"
anger,@brooketastic my keys were cracking and crap. I kind of miss my old phone already.
anger,Too hot. Station isn't packed but train packed. No windows open on train. Roasted sardines.
anger,"@socialcalamity Haha k we should stop here. If not, it's going to turn into a bitching section. Ohwell, my parents just came home"
anger,"grr!  i hate being damn near forced to go places.  especially to sit on a bus for an entire day just to sit in a house in podunktown, va"
anger,My TweetDeck is languishing in API Hell. Again.
anger,@lelebaby21 @JazzyFiierce u guys are soo unfair smh...
anger,"Oh god, a moth was living in a fucking power outlet!  (Actually, my PowerSquid.)"
anger,@Hatz94 me too. I hate my computer so much..
anger,so much for an amazing day...some pervert just ruined it
anger,my feet are cold.....i hate when my feet get cold
anger,"my zoids torrent crashed after 8 hours of downloading.  it was only 6% done at that time, because apparently i'm the only zoids fan ever."
anger,"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!  http://bit.ly/191TpR"
anger,projects suck
anger,And my basketball is flat and there was a massive spider in my pavement chalks  Now the sun has gone in. FML.
anger,"@ZomberellaMcFox if I do that, I'll have no pc"
anger,having a reli gd holiday .. buh now have to revise  x
anger,@Karmina13 what's up? what happened? DM me if you need to. TXT on my phone is defunk'd
anger,"Hello!Im back andIm drunk,  and as much asI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp"
anger,Jealousy makes u into a different person ... I freakin hate being this way  gotta suck it up I guess
anger,Had the hottest and stressiest day at work  f the area manager. So happy to be going home!
anger,@Devotfeige man that sucks.
anger,@danipoynterjudd  its awful. Xxxx
anger,oh i hate friday evening.
anger,"@KatieJaneWatson Oh, I forget things you see. Ahah. I hated that! It creeped me out."
anger,@wilstobbart I'm still at work
anger,@NikkiStixx @valentinamia omg you guys will know when I'm getting nasty!!  My head hurts
anger,Waiting in a long line at chick-fil-a
anger,I need a blankie  this trains an icebox
anger,Came home after getting ratty in a shop with the staff and a blister on the foot. Meh
anger,Flip flops are a menace! I've cut one of my feet  Ouchies.
anger,@redhalo_pax That sucks.
anger,Just here at work........just got out of a meeting with my staff.... I had to be the big bad boss today.
anger,why the hell is it raining!! i hate the rain.
anger,"@hyper_baffoon ooh if youre on the computer making your playlist come online pls, im bored now that ive blocked everyone again"
anger,Twenty minutes on a fucking call you would think that the person would mention there is already a trouble ticket investigating the issue
anger,"@frostedbetty Oh, I'm so sorry. I feel your pain. I can't kill them either, and I'm always the one that finds them. Why is that?"
anger,ahh I hate being sick  Watching atonement! and sleeping
anger,@beachnerbum I hate June gloom. I was getting so excited for the beach.
anger,1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren't transfered yet. #sadpanda #fb
anger,God I HATE scary movies. They are not fun at all. I'm such a wimpy.
anger,"ebay should just die! after not using my account for 4 years, i cant unlock it. and their support is dead, aka: auto-hello-scripts"
anger,@celticfish this is a travesty
anger,6 freakin days!!  Just a thought...what would I have to look forward to after this?
anger,"left school just now. my new dress broke, the strap ripped off"
anger,Got the keys to my new flat - gorgeous weather for weekend - and i'm spending it &quot
anger,"I am up, and having to deal with another rainy day  What the hell happened to summer, its so freakin cold!"
anger,Just got to work  Today is going to be another long ass day!
anger,Walking to class. I hate not having a bike....especially mine.
anger,@keirkafka I love it. Tell me it didn't match my shirt perfectly. Can you just not move PLEASE? What am I supposed to do without you?
anger,this is rubbish spam
anger,"I had to postpone the photoshoot. Stupid Wisconsin weather. Why can't it be sunny? Working out, tanning, preschool grad night, then out!"
anger,last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!
anger,Grrr..stupid internet connection ruined a great scrabble game
anger,Geez I'm hating bein at work till 10 on a day like this I feel like its a wasted lovley day
